Category,City,Customer ID,Customer Name,Discount,Order Date,Order ID,Postal Code,Product ID,Product Name,Profit,Quantity,Ship Date,Ship Mode,State,Sub-Category,Sales,Year,Month,Time Delivery,Price per unit
Office Supplies,Long Beach,CB-12415,Christy Brittain,0.0,2017-06-12,CA-2017-139941,11561.0,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",41.823,3,2017-06-17,Standard Class,New York,Paper,92.93,2017,6,5,30.98
Office Supplies,Long Beach,CB-12415,Christy Brittain,0.0,2017-06-12,CA-2017-139941,11561.0,OFF-AP-10004036,Bionaire 99.97% HEPA Air Cleaner,18.396,3,2017-06-17,Standard Class,New York,Appliances,52.56,2017,6,5,17.52
Office Supplies,Orange,KT-16480,Kean Thornton,0.0,2018-04-29,CA-2018-126718,7050.0,OFF-LA-10004055,Color-Coded Legal Exhibit Labels,2.4059,1,2018-05-04,Standard Class,New Jersey,Labels,4.91,2018,4,5,4.91
Office Supplies,Troy,AH-10030,Aaron Hawkins,0.0,2015-04-22,CA-2015-122070,12180.0,OFF-EN-10004773,Staple envelope,121.4416,8,2015-04-24,Second Class,New York,Envelopes,247.84,2015,4,2,30.98
Office Supplies,Providence,CK-12595,Clytie Kelty,0.0,2017-09-19,CA-2017-158610,2908.0,OFF-ST-10000604,Home/Office Personal File Carts,17.38,2,2017-09-22,First Class,Rhode Island,Storage,69.51,2017,9,3,34.76
Technology,Baltimore,RC-19960,Ryan Crowe,0.0,2017-11-14,US-2017-144351,21215.0,TEC-PH-10001644,"BlueLounge Milo Smartphone Stand, White/Metallic",25.1916,3,2017-11-18,Standard Class,Maryland,Phones,89.96,2017,11,4,29.99
Furniture,Baltimore,JM-15250,Janet Martin,0.0,2018-04-21,CA-2018-128853,21215.0,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",227.205,9,2018-04-23,First Class,Maryland,Chairs,908.82,2018,4,2,100.98
Office Supplies,New York City,PO-19180,Philisse Overcash,0.0,2016-08-11,US-2016-156797,10035.0,OFF-AR-10001427,Newell 330,3.1096,2,2016-08-15,Standard Class,New York,Art,11.96,2016,8,4,5.98
Furniture,Rochester,VB-21745,Victoria Brennan,0.0,2017-10-28,CA-2017-120369,14609.0,FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",75.68,5,2017-10-28,Same Day,New York,Furnishings,756.79,2017,10,0,151.36
Office Supplies,New York City,BO-11425,Bobby Odegard,0.0,2016-09-10,CA-2016-136658,10024.0,OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,2.0672,2,2016-09-17,Standard Class,New York,Art,6.08,2016,9,7,3.04
Technology,New York City,TG-21310,Toby Gnade,0.0,2018-01-27,US-2018-104437,10035.0,TEC-PH-10000193,Jensen SMPS-640 - speaker phone,35.8644,3,2018-01-31,Standard Class,New York,Phones,137.94,2018,1,4,45.98
Office Supplies,Fairfield,SC-20380,Shahid Collister,0.0,2018-03-13,CA-2018-153843,6824.0,OFF-BI-10002353,GBC VeloBind Cover Sets,15.44,2,2018-03-15,First Class,Connecticut,Binders,30.87,2018,3,2,15.44
Office Supplies,Fairfield,SC-20380,Shahid Collister,0.0,2018-03-13,CA-2018-153843,6824.0,OFF-AP-10001564,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,120.9416,2,2018-03-15,First Class,Connecticut,Appliances,465.16,2018,3,2,232.58
Office Supplies,Fairfield,SC-20380,Shahid Collister,0.0,2018-03-13,CA-2018-153843,6824.0,OFF-PA-10003673,Strathmore Photo Mount Cards,12.4752,4,2018-03-15,First Class,Connecticut,Paper,27.12,2018,3,2,6.78
Furniture,New York City,GB-14575,Giulietta Baptist,0.0,2017-03-08,CA-2017-137337,10011.0,FUR-FU-10003347,Coloredge Poster Frame,44.304,8,2017-03-12,Standard Class,New York,Furnishings,113.59,2017,3,4,14.2
Office Supplies,New York City,GB-14575,Giulietta Baptist,0.0,2017-03-08,CA-2017-137337,10011.0,OFF-PA-10001934,Xerox 1993,6.3504,2,2017-03-12,Standard Class,New York,Paper,12.96,2017,3,4,6.48
Office Supplies,Columbia,PW-19240,Pierre Wener,0.0,2016-02-21,CA-2016-162782,21044.0,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1270.99,2,2016-02-27,Standard Class,Maryland,Binders,2541.98,2016,2,6,1270.99
Office Supplies,New York City,MM-18280,Muhammed MacIntyre,0.0,2018-06-10,CA-2018-112172,10024.0,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,0.7065,3,2018-06-14,Second Class,New York,Fasteners,14.13,2018,6,4,4.71
Office Supplies,New York City,ZC-21910,Zuschuss Carroll,0.0,2018-05-11,CA-2018-115322,10024.0,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,12.7368,3,2018-05-16,Second Class,New York,Art,43.92,2018,5,5,14.64
Technology,New York City,MN-17935,Michael Nguyen,0.0,2018-11-26,CA-2018-100097,10009.0,TEC-PH-10002310,Plantronics Calisto P620-M USB Wireless Speakerphone System,264.5865,5,2018-11-29,Second Class,New York,Phones,979.95,2018,11,3,195.99
Furniture,New York City,MN-17935,Michael Nguyen,0.0,2018-11-26,CA-2018-100097,10009.0,FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",37.884,5,2018-11-29,Second Class,New York,Furnishings,135.3,2018,11,3,27.06
Furniture,New York City,CS-11950,Carlos Soltero,0.0,2018-12-05,US-2018-126053,10024.0,FUR-FU-10001934,Magnifier Swing Arm Lamp,10.9096,2,2018-12-08,First Class,New York,Furnishings,41.96,2018,12,3,20.98
Office Supplies,New York City,CS-11950,Carlos Soltero,0.0,2018-12-05,US-2018-126053,10024.0,OFF-LA-10003766,Self-Adhesive Removable Labels,4.536,3,2018-12-08,First Class,New York,Labels,9.44,2018,12,3,3.15
Technology,New York City,JK-15625,Jim Karlsson,0.0,2016-12-25,CA-2016-113152,10024.0,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,371.316,2,2016-12-30,Standard Class,New York,Accessories,843.89,2016,12,5,421.94
Office Supplies,New York City,KC-16255,Karen Carlisle,0.0,2016-07-18,CA-2016-159590,10009.0,OFF-AR-10003190,Newell 32,1.6128,2,2016-07-21,First Class,New York,Art,5.75,2016,7,3,2.88
Office Supplies,New York City,TB-21520,Tracy Blumstein,0.0,2015-12-26,CA-2015-168473,10009.0,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,19.188,6,2016-01-01,Standard Class,New York,Storage,191.88,2015,12,6,31.98
Office Supplies,New York City,SH-20395,Shahid Hopkins,0.0,2018-08-06,CA-2018-168172,10011.0,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",21.036,4,2018-08-10,Standard Class,New York,Supplies,70.12,2018,8,4,17.53
Technology,New York City,AG-10270,Alejandro Grove,0.0,2015-07-23,CA-2015-103058,10011.0,TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,7.9984,2,2015-07-24,First Class,New York,Accessories,99.98,2015,7,1,49.99
Office Supplies,New York City,AA-10315,Alex Avila,0.0,2015-09-15,CA-2015-138100,10011.0,OFF-PA-10000349,Easy-staple paper,7.0218,3,2015-09-20,Standard Class,New York,Paper,14.94,2015,9,5,4.98
Furniture,New York City,AA-10315,Alex Avila,0.0,2015-09-15,CA-2015-138100,10011.0,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",6.2608,2,2015-09-20,Standard Class,New York,Furnishings,14.56,2015,9,5,7.28
Office Supplies,Dover,PM-19135,Peter McVee,0.0,2016-12-19,US-2016-134558,3820.0,OFF-PA-10001184,Xerox 1903,14.651,5,2016-12-24,Second Class,New Hampshire,Paper,29.89,2016,12,5,5.98
Technology,Dover,PM-19135,Peter McVee,0.0,2016-12-19,US-2016-134558,3820.0,TEC-AC-10004145,Logitech diNovo Edge Keyboard,517.4793,9,2016-12-24,Second Class,New Hampshire,Accessories,2249.9,2016,12,5,249.99
Technology,Utica,CM-12190,Charlotte Melton,0.0,2018-11-16,US-2018-118598,13501.0,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,5.997,6,2018-11-16,Same Day,New York,Phones,119.94,2018,11,0,19.99
Office Supplies,Atlantic City,JK-15325,Jason Klamczynski,0.0,2017-01-31,CA-2017-158043,8401.0,OFF-EN-10003134,Staple envelope,11.68,2,2017-02-04,Second Class,New Jersey,Envelopes,23.35,2017,1,4,11.68
Office Supplies,New York City,KH-16330,Katharine Harms,0.0,2015-11-20,CA-2015-140396,10024.0,OFF-EN-10002592,"Peel & Seel Recycled Catalog Envelopes, Brown",17.37,3,2015-11-25,Standard Class,New York,Envelopes,34.74,2015,11,5,11.58
Technology,New York City,KH-16330,Katharine Harms,0.0,2015-11-20,CA-2015-140396,10024.0,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,216.8244,6,2015-11-25,Standard Class,New York,Phones,833.94,2015,11,5,138.99
Office Supplies,New York City,KH-16330,Katharine Harms,0.0,2015-11-20,CA-2015-140396,10024.0,OFF-PA-10000223,Xerox 2000,12.4416,4,2015-11-25,Standard Class,New York,Paper,25.92,2015,11,5,6.48
Office Supplies,Long Beach,DL-12925,Daniel Lacy,0.0,2015-11-01,US-2015-137155,11561.0,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,154.8426,3,2015-11-05,Standard Class,New York,Appliances,533.94,2015,11,4,177.98
Office Supplies,Long Beach,DL-12925,Daniel Lacy,0.0,2015-11-01,US-2015-137155,11561.0,OFF-PA-10000806,Xerox 1934,82.2906,3,2015-11-05,Standard Class,New York,Paper,167.94,2015,11,4,55.98
Furniture,Long Beach,DL-12925,Daniel Lacy,0.0,2015-11-01,US-2015-137155,11561.0,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",9.8208,6,2015-11-05,Standard Class,New York,Furnishings,31.68,2015,11,4,5.28
Office Supplies,Morristown,AT-10735,Annie Thurman,0.0,2016-11-23,CA-2016-123113,7960.0,OFF-AP-10000275,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",735.0336,8,2016-11-27,Second Class,New Jersey,Appliances,2625.11,2016,11,4,328.14
Office Supplies,Morristown,AT-10735,Annie Thurman,0.0,2016-11-23,CA-2016-123113,7960.0,OFF-AR-10004999,Newell 315,4.485,3,2016-11-27,Second Class,New Jersey,Art,17.94,2016,11,4,5.98
Office Supplies,Providence,TH-21115,Thea Hudgings,0.0,2017-07-08,CA-2017-152520,2908.0,OFF-PA-10000289,Xerox 213,6.2208,2,2017-07-12,Standard Class,Rhode Island,Paper,12.96,2017,7,4,6.48
Furniture,New York City,SC-20380,Shahid Collister,0.0,2016-08-24,CA-2016-113740,10035.0,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",4.6221,3,2016-08-28,Second Class,New York,Furnishings,14.91,2016,8,4,4.97
Office Supplies,Watertown,CM-12235,Chris McAfee,0.0,2017-12-10,CA-2017-144309,13601.0,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",8.7138,2,2017-12-16,Standard Class,New York,Paper,18.53,2017,12,6,9.26
Office Supplies,Newark,SS-20515,Shirley Schmidt,0.0,2015-07-14,CA-2015-124464,19711.0,OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,11.0544,1,2015-07-20,Standard Class,Delaware,Appliances,39.47,2015,7,6,39.47
Office Supplies,Newark,DB-13555,Dorothy Badders,0.0,2018-03-02,CA-2018-104885,19711.0,OFF-AR-10001615,Newell 34,15.4752,3,2018-03-08,Standard Class,Delaware,Art,59.52,2018,3,6,19.84
Office Supplies,Newark,DB-13555,Dorothy Badders,0.0,2018-03-02,CA-2018-104885,19711.0,OFF-EN-10003286,Staple envelope,27.2412,7,2018-03-08,Standard Class,Delaware,Envelopes,57.96,2018,3,6,8.28
Furniture,Newark,DB-13555,Dorothy Badders,0.0,2018-03-02,CA-2018-104885,19711.0,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",101.6508,2,2018-03-08,Standard Class,Delaware,Bookcases,441.95,2018,3,6,220.98
Office Supplies,Newark,DB-13555,Dorothy Badders,0.0,2018-03-02,CA-2018-104885,19711.0,OFF-PA-10002764,Easy-staple paper,33.3396,6,2018-03-08,Standard Class,Delaware,Paper,68.04,2018,3,6,11.34
Office Supplies,Providence,DR-12940,Daniel Raglin,0.0,2017-10-04,US-2017-140158,2908.0,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,13.984,1,2017-10-08,Standard Class,Rhode Island,Binders,30.39,2017,10,4,30.39
Technology,Providence,DR-12940,Daniel Raglin,0.0,2017-10-04,US-2017-140158,2908.0,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,2591.9568,9,2017-10-08,Standard Class,Rhode Island,Copiers,5399.9,2017,10,4,599.99
Office Supplies,Providence,DR-12940,Daniel Raglin,0.0,2017-10-04,US-2017-140158,2908.0,OFF-ST-10000136,Letter Size File,34.539,3,2017-10-08,Standard Class,Rhode Island,Storage,119.09,2017,10,4,39.7
Office Supplies,Everett,MA-17560,Matt Abelman,0.0,2016-11-27,CA-2016-130974,2149.0,OFF-PA-10000743,Xerox 1977,19.2384,6,2016-11-29,Second Class,Massachusetts,Paper,40.07,2016,11,2,6.68
Office Supplies,Everett,MA-17560,Matt Abelman,0.0,2016-11-27,CA-2016-130974,2149.0,OFF-PA-10001019,Xerox 1884,28.1718,3,2016-11-29,Second Class,Massachusetts,Paper,59.93,2016,11,2,19.98
Technology,Everett,MA-17560,Matt Abelman,0.0,2016-11-27,CA-2016-130974,2149.0,TEC-AC-10003095,Logitech G35 7.1-Channel Surround Sound Headset,88.3932,2,2016-11-29,Second Class,Massachusetts,Accessories,259.98,2016,11,2,129.99
Furniture,Everett,MA-17560,Matt Abelman,0.0,2016-11-27,CA-2016-130974,2149.0,FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",32.4862,1,2016-11-29,Second Class,Massachusetts,Bookcases,170.97,2016,11,2,170.97
Furniture,Everett,MA-17560,Matt Abelman,0.0,2016-11-27,CA-2016-130974,2149.0,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",4.6764,3,2016-11-29,Second Class,Massachusetts,Furnishings,38.96,2016,11,2,12.99
Office Supplies,Everett,MA-17560,Matt Abelman,0.0,2016-11-27,CA-2016-130974,2149.0,OFF-PA-10003823,Xerox 197,69.705,5,2016-11-29,Second Class,Massachusetts,Paper,154.9,2016,11,2,30.98
Office Supplies,Providence,KM-16375,Katherine Murray,0.0,2015-12-31,CA-2015-133592,2908.0,OFF-PA-10003228,Xerox 1917,91.9508,4,2016-01-07,Standard Class,Rhode Island,Paper,195.63,2015,12,7,48.91
Office Supplies,Providence,KM-16375,Katherine Murray,0.0,2015-12-31,CA-2015-133592,2908.0,OFF-PA-10002586,Xerox 1970,7.0218,3,2016-01-07,Standard Class,Rhode Island,Paper,14.94,2015,12,7,4.98
Technology,Providence,KM-16375,Katherine Murray,0.0,2015-12-31,CA-2015-133592,2908.0,TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,742.632,4,2016-01-07,Standard Class,Rhode Island,Accessories,1687.8,2015,12,7,421.95
Furniture,Providence,KM-16375,Katherine Murray,0.0,2015-12-31,CA-2015-133592,2908.0,FUR-BO-10000362,Sauder Inglewood Library Bookcases,78.6508,2,2016-01-07,Standard Class,Rhode Island,Bookcases,341.95,2015,12,7,170.98
Furniture,Providence,KM-16375,Katherine Murray,0.0,2015-12-31,CA-2015-133592,2908.0,FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",151.47,6,2016-01-07,Standard Class,Rhode Island,Chairs,605.88,2015,12,7,100.98
Technology,Rochester,TT-21070,Ted Trevino,0.0,2016-02-14,CA-2016-116876,14609.0,TEC-PH-10002584,Samsung Galaxy S4,187.797,1,2016-02-21,Standard Class,New York,Phones,625.99,2016,2,7,625.99
Technology,Lawrence,BF-11170,Ben Ferrer,0.0,2018-12-14,CA-2018-151799,1841.0,TEC-CO-10002313,Canon PC1080F Personal Copier,467.9922,2,2018-12-18,Standard Class,Massachusetts,Copiers,1199.98,2018,12,4,599.99
Office Supplies,Lawrence,BF-11170,Ben Ferrer,0.0,2018-12-14,CA-2018-151799,1841.0,OFF-ST-10002790,Safco Industrial Shelving,2.2155,1,2018-12-18,Standard Class,Massachusetts,Storage,73.84,2018,12,4,73.84
Office Supplies,Lawrence,BF-11170,Ben Ferrer,0.0,2018-12-14,CA-2018-151799,1841.0,OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,6.6846,3,2018-12-18,Standard Class,Massachusetts,Supplies,25.71,2018,12,4,8.57
Office Supplies,Lawrence,BF-11170,Ben Ferrer,0.0,2018-12-14,CA-2018-151799,1841.0,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",8.1216,6,2018-12-18,Standard Class,Massachusetts,Fasteners,17.28,2018,12,4,2.88
Office Supplies,New York City,BG-11695,Brooke Gillingham,0.0,2016-01-05,CA-2016-108588,10009.0,OFF-AR-10001615,Newell 34,15.4752,3,2016-01-10,Standard Class,New York,Art,59.52,2016,1,5,19.84
Office Supplies,New York City,BG-11695,Brooke Gillingham,0.0,2016-01-05,CA-2016-108588,10009.0,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",8.2156,2,2016-01-10,Standard Class,New York,Envelopes,17.48,2016,1,5,8.74
Office Supplies,New York City,JK-15640,Jim Kriz,0.0,2016-03-16,US-2016-150231,10009.0,OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,6.3072,3,2016-03-20,Second Class,New York,Art,17.52,2016,3,4,5.84
Technology,Baltimore,JF-15355,Jay Fein,0.0,2018-07-30,CA-2018-141103,21215.0,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,43.176,5,2018-08-06,Standard Class,Maryland,Phones,89.95,2018,7,7,17.99
Office Supplies,Waterbury,CP-12340,Christine Phan,0.0,2017-06-17,CA-2017-133613,6708.0,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,3.7412,2,2017-06-22,Standard Class,Connecticut,Binders,7.96,2017,6,5,3.98
Technology,Waterbury,CP-12340,Christine Phan,0.0,2017-06-17,CA-2017-133613,6708.0,TEC-PH-10004539,Wireless Extenders zBoost YX545 SOHO Signal Booster,153.0819,3,2017-06-22,Standard Class,Connecticut,Phones,566.97,2017,6,5,188.99
Office Supplies,Waterbury,CP-12340,Christine Phan,0.0,2017-06-17,CA-2017-133613,6708.0,OFF-AR-10003829,Newell 35,2.8536,3,2017-06-22,Standard Class,Connecticut,Art,9.83,2017,6,5,3.28
Office Supplies,Long Beach,CW-11905,Carl Weiss,0.0,2016-05-31,CA-2016-156153,11561.0,OFF-FA-10003472,Bagged Rubber Bands,0.3024,6,2016-06-02,Second Class,New York,Fasteners,7.56,2016,5,2,1.26
Technology,Buffalo,SP-20620,Stefania Perrino,0.0,2018-11-13,CA-2018-112844,14215.0,TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",12.208,4,2018-11-16,Second Class,New York,Phones,43.6,2018,11,3,10.9
Furniture,Buffalo,SP-20620,Stefania Perrino,0.0,2018-11-13,CA-2018-112844,14215.0,FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",30.99,3,2018-11-16,Second Class,New York,Furnishings,154.94,2018,11,3,51.65
Office Supplies,Columbia,BB-11545,Brenda Bowman,0.0,2018-08-12,US-2018-118941,21044.0,OFF-AR-10004078,Newell 312,5.256,3,2018-08-12,Same Day,Maryland,Art,17.52,2018,8,0,5.84
Furniture,Columbia,BB-11545,Brenda Bowman,0.0,2018-08-12,US-2018-118941,21044.0,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,373.779,5,2018-08-12,Same Day,Maryland,Chairs,1779.9,2018,8,0,355.98
Office Supplies,Columbia,BB-11545,Brenda Bowman,0.0,2018-08-12,US-2018-118941,21044.0,OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,59.373,5,2018-08-12,Same Day,Maryland,Art,219.9,2018,8,0,43.98
Office Supplies,New York City,PB-19150,Philip Brown,0.0,2015-11-29,US-2015-111353,10009.0,OFF-LA-10002762,Avery 485,11.7782,2,2015-12-06,Standard Class,New York,Labels,25.05,2015,11,7,12.52
Office Supplies,Middletown,MP-17965,Michael Paige,0.0,2016-10-02,US-2016-145121,6457.0,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",13.181,5,2016-10-06,Standard Class,Connecticut,Binders,26.89,2016,10,4,5.38
Office Supplies,New York City,HR-14830,Harold Ryan,0.0,2018-03-24,CA-2018-166184,10035.0,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",22.0947,3,2018-03-27,First Class,New York,Envelopes,47.0,2018,3,3,15.67
Technology,New York City,HR-14830,Harold Ryan,0.0,2018-03-24,CA-2018-166184,10035.0,TEC-PH-10002624,Samsung Galaxy S4 Mini,136.2971,1,2018-03-27,First Class,New York,Phones,469.99,2018,3,3,469.99
Office Supplies,Clinton,DK-13090,Dave Kipp,0.0,2017-02-14,CA-2017-134334,20735.0,OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",2.1465,1,2017-02-15,First Class,Maryland,Paper,4.76,2017,2,1,4.76
Office Supplies,Clinton,DK-13090,Dave Kipp,0.0,2017-02-14,CA-2017-134334,20735.0,OFF-AR-10001770,Economy #2 Pencils,2.0748,3,2017-02-15,First Class,Maryland,Art,7.98,2017,2,1,2.66
Furniture,Clinton,DK-13090,Dave Kipp,0.0,2017-02-14,CA-2017-134334,20735.0,FUR-FU-10003274,Regeneration Desk Collection,4.6464,6,2017-02-15,First Class,Maryland,Furnishings,10.56,2017,2,1,1.76
Office Supplies,Cranston,CW-11905,Carl Weiss,0.0,2018-12-08,CA-2018-152436,2920.0,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",160.0398,6,2018-12-10,Second Class,Rhode Island,Storage,592.74,2018,12,2,98.79
Office Supplies,Newark,PP-18955,Paul Prost,0.0,2015-08-26,US-2015-115413,19711.0,OFF-AR-10003770,Newell 340,2.5056,3,2015-09-01,Standard Class,Delaware,Art,8.64,2015,8,6,2.88
Technology,Newark,PP-18955,Paul Prost,0.0,2015-08-26,US-2015-115413,19711.0,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,52.4895,3,2015-09-01,Standard Class,Delaware,Accessories,149.97,2015,8,6,49.99
Office Supplies,New York City,AT-10735,Annie Thurman,0.0,2017-07-17,CA-2017-116603,10024.0,OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,13.788,2,2017-07-22,Standard Class,New York,Appliances,45.96,2017,7,5,22.98
Office Supplies,New York City,LW-16825,Laurel Workman,0.0,2015-05-30,CA-2015-103429,10024.0,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,77.8635,3,2015-06-01,First Class,New York,Appliances,235.94,2015,5,2,78.65
Office Supplies,New York City,LW-16825,Laurel Workman,0.0,2015-05-30,CA-2015-103429,10024.0,OFF-PA-10001712,Xerox 1948,17.982,4,2015-06-01,First Class,New York,Paper,39.96,2015,5,2,9.99
Office Supplies,Wheeling,EH-14125,Eugene Hildebrand,0.0,2018-06-21,CA-2018-124744,26003.0,OFF-BI-10002852,Ibico Standard Transparent Covers,40.376,5,2018-06-25,Standard Class,West Virginia,Binders,82.4,2018,6,4,16.48
Office Supplies,Wheeling,EH-14125,Eugene Hildebrand,0.0,2018-06-21,CA-2018-124744,26003.0,OFF-BI-10000145,Zipper Ring Binder Pockets,3.0576,2,2018-06-25,Standard Class,West Virginia,Binders,6.24,2018,6,4,3.12
Office Supplies,Wheeling,EH-14125,Eugene Hildebrand,0.0,2018-06-21,CA-2018-124744,26003.0,OFF-PA-10001970,Xerox 1908,219.4416,8,2018-06-25,Standard Class,West Virginia,Paper,447.83,2018,6,4,55.98
Technology,New York City,SR-20740,Steven Roelle,0.0,2018-06-17,CA-2018-165323,10024.0,TEC-MA-10003673,Hewlett-Packard Desktjet 6988DT Refurbished Printer,1668.205,5,2018-06-21,Standard Class,New York,Machines,3404.5,2018,6,4,680.9
Technology,New York City,SR-20740,Steven Roelle,0.0,2018-06-17,CA-2018-165323,10024.0,TEC-AC-10004992,Kingston Digital DataTraveler 64GB USB 2.0,8.1072,3,2018-06-21,Standard Class,New York,Accessories,101.34,2018,6,4,33.78
Office Supplies,Waterbury,Dp-13240,Dean percer,0.0,2018-09-15,CA-2018-139822,6708.0,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,10.8136,2,2018-09-21,Standard Class,Connecticut,Storage,38.61,2018,9,6,19.3
Technology,Waterbury,Dp-13240,Dean percer,0.0,2018-09-15,CA-2018-139822,6708.0,TEC-AC-10001090,Micro Innovations Wireless Classic Keyboard with Mouse,10.7964,2,2018-09-21,Standard Class,Connecticut,Accessories,59.97,2018,9,6,29.98
Office Supplies,Columbia,JB-16000,Joy Bell-,0.0,2018-03-13,CA-2018-107713,21044.0,OFF-BI-10002026,Avery Arch Ring Binders,81.921,3,2018-03-17,Standard Class,Maryland,Binders,174.3,2018,3,4,58.1
Technology,New York City,KH-16330,Katharine Harms,0.0,2018-11-20,CA-2018-120404,10035.0,TEC-AC-10003433,Maxell 4.7GB DVD+R 5/Pack,1.3365,3,2018-11-24,Second Class,New York,Accessories,2.96,2018,11,4,0.99
Technology,New York City,KH-16330,Katharine Harms,0.0,2018-11-20,CA-2018-120404,10035.0,TEC-PH-10001363,Apple iPhone 5S,170.997,1,2018-11-24,Second Class,New York,Phones,569.99,2018,11,4,569.99
Furniture,New York City,KH-16330,Katharine Harms,0.0,2018-11-20,CA-2018-120404,10035.0,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,9.1746,3,2018-11-24,Second Class,New York,Furnishings,50.96,2018,11,4,16.99
Office Supplies,New York City,DK-12835,Damala Kotsonis,0.0,2017-03-25,CA-2017-120082,10024.0,OFF-AR-10001955,Newell 319,17.856,3,2017-03-27,Second Class,New York,Art,59.52,2017,3,2,19.84
Technology,New York City,KD-16345,Katherine Ducich,0.0,2016-11-19,CA-2016-145814,10035.0,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,249.9104,4,2016-11-24,Standard Class,New York,Phones,861.75,2016,11,5,215.44
Office Supplies,Revere,KH-16330,Katharine Harms,0.0,2015-04-01,CA-2015-138359,2151.0,OFF-ST-10000636,Rogers Profile Extra Capacity Storage Tub,2.6784,4,2015-04-06,Standard Class,Massachusetts,Storage,66.95,2015,4,5,16.74
Office Supplies,Revere,KH-16330,Katharine Harms,0.0,2015-04-01,CA-2015-138359,2151.0,OFF-BI-10000145,Zipper Ring Binder Pockets,3.0576,2,2015-04-06,Standard Class,Massachusetts,Binders,6.24,2015,4,5,3.12
Office Supplies,Clifton,SF-20065,Sandra Flanagan,0.0,2015-09-10,CA-2015-113383,7011.0,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,22.1184,4,2015-09-13,First Class,New Jersey,Appliances,81.92,2015,9,3,20.48
Furniture,Clifton,SF-20065,Sandra Flanagan,0.0,2015-09-10,CA-2015-113383,7011.0,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",76.47,5,2015-09-13,First Class,New Jersey,Furnishings,254.9,2015,9,3,50.98
